edition_text,name,notice_category,notice_code,notice_deadline,notice_id,notice_specifics,notice_timeline,notice_type,publication_date
The London Gazette,ROCKFIELD M & E LTD,Corporate Insolvency,2443,,4569300,"Appointment of Liquidators,Caerffili - Caerphilly,Darlington,Casnewydd - Newport,CF83 3GG,51.571161,-3.203907,DL3 7SD,54.525193,-1.561696,NP20 4HJ,51.586019,-3.004848,2024-03-04,TSO (The Stationery Office), customer.services@thegazette.co.uk,2443,4569300,Name of Company: ,ROCKFIELD M & E LTD,Company Number: ,07123393,Company Type: ,Registered Company,Nature of the business: ,Other engineering activities,Type of Liquidation: ,Creditors' Voluntary,Registered office: ,72 Caerau Road,, ,Newport,NP20 4HJ,Principal trading address: ,Unit W,, ,Caerphilly Business Park,, ,Caerphilly,CF83 3GG,Office Holder/s: ,Christopher David Horner,, of ,Robson Scott Associates T/a Businessrescueexpert,, ,49 Duke Street,, ,Darlington,, ,Co. Durham,DL3 7SD,, Telephone: ,01325365950,, Email address: ,admin@businessrescueexpert.co.uk, (,Rockfield M & E Ltd - Appointment,)        ,Office Holder Number/s: ,16150,Date of appointment: ,04 March 2024,By whom Appointed: ,Members and Creditors,Monday 04 March 2024","Notice timeline for ROCKFIELD M & E LTD (07123393),4560844 ,Meetings of Creditors,22/02/2024,4569299 ,Resolutions for Winding Up,06/03/2024,Appointment of Liquidators,06/03/2024",Appointment of Liquidators,6 March 2024
The London Gazette,AGUA LIMITED,Corporate Insolvency,2441,,4570378,"Resolutions for Winding Up,Bexley,Croydon,Merton,Maidstone,CR0 8EA,51.376905,-0.030574,DA7 5QR,51.473765,0.126566,ME14 1PS,51.274767,0.520598,SM4 4LU,51.385203,-0.224613,2024-03-05,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,2441,4570378,AGUA LIMITED,(Company Number: ,09759772,)        ,trading as ,AGUA LIMITED,Registered Office: ,792 Wickham Road,, ,Croydon,CR0 8EA,Principal Trading Address: ,305b Brampton Road,, ,Bexleyheath,DA7 5QR,Nature of Business: ,Retail sale of hardware, paints and glass in specialised stores,At a ,General Meeting, of the Members of the above-named Company, duly convened, and held at ,190 Garth Road,, ,Morden,SM4 4LU, on ,Tuesday 05 March 2024,, the following Resolution/s was/were duly passed:        ,1. ,(Special Resolution) ,""That the company be wound up voluntarily."",2. ,(Ordinary Resolution) ,""That Mansoor Mubarik ACA FCCA FABRP of Capital Books (UK) Limited, 66 Earl Street,         Maidstone, Kent, ME14 1PS, United Kingdom (office holder no 009667) be and is hereby         appointed Liquidator for the purpose of such winding up."",For further details, please contact: ,Mansoor Mubarik,, (,009667,), Capital Books (UK) Limited, ,66 Earl Street,, ,Maidstone,ME14 1PS,, Telephone: ,01622 754 927,, Email address: ,mmubarik@capital-books.co.uk,, Fax: ,01622 321 000,.        ,Stephan Phillip Jarnot,, ,Chairman,Tuesday 05 March 2024","Notice timeline for AGUA LIMITED (09759772),4564912 ,Meetings of Creditors,28/02/2024,Resolutions for Winding Up,06/03/2024,4570379 ,Appointment of Liquidators,06/03/2024",Resolutions for Winding Up,6 March 2024
The London Gazette,ROCKFIELD M & E LTD,Corporate Insolvency,2441,,4569299,"Resolutions for Winding Up,Caerffili - Caerphilly,Darlington,Casnewydd - Newport,CF83 3GG,51.571161,-3.203907,DL3 7SD,54.525193,-1.561696,NP20 4HJ,51.586019,-3.004848,2024-03-04,TSO (The Stationery Office), customer.services@thegazette.co.uk,2441,4569299,ROCKFIELD M & E LTD,(Company Number: ,07123393,)        ,trading as ,Rockfield M & E Ltd,Registered Office: ,72 Caerau Road,, ,Newport,NP20 4HJ,Principal Trading Address: ,Unit W,, ,Caerphilly Business Park,, ,Caerphilly,CF83 3GG,Nature of Business: ,Other engineering activities,At a ,General Meeting, of the Members of the above-named Company, duly convened, and held remotely on       ,Monday 04 March 2024,, the following Resolution/s was/were duly passed:        ,1. ,(Special Resolution) ,That the Company be wound up voluntarily,2. ,(Ordinary Resolution) ,That Christopher David Horner, of Robson Scott Associates Ltd t/a BusinessRescueExpert,         47/49 Duke Street, Darlington, DL3 7SD, be appointed as Liquidator of the Company,For further details, please contact: ,Christopher David Horner,, (,16150,), ,Robson Scott Associates T/a Businessrescueexpert,, ,49 Duke Street,, ,Darlington,, ,Co. Durham,DL3 7SD,, Telephone: ,01325365950,, Email address: ,admin@businessrescueexpert.co.uk,, (,Rockfield M & E Ltd - Resolutions,).        ,Lisa Cripps,, ,Chairman,Monday 04 March 2024","Notice timeline for ROCKFIELD M & E LTD (07123393),4560844 ,Meetings of Creditors,22/02/2024,Resolutions for Winding Up,06/03/2024,4569300 ,Appointment of Liquidators,06/03/2024",Resolutions for Winding Up,6 March 2024
The London Gazette,JAMES ALEXANDER PETER HOLLIDAY,Personal Insolvency,2503,,4568158,"Bankruptcy Orders,Birmingham,Waltham Forest,B2 2UB,52.495968,-1.894209,E17 5EP,51.59543,-0.023677,E4 6JU,51.623272,0.004881,E4 6QP,51.62886,-0.004843,1977-01-07,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568158,HOLLIDAY,, ,JAMES ALEXANDER PETER,9 Boteley Close,, ,London,, ,E4 6JU,Birth details: 7 January 1977,James Alexander Peter Holliday, Employed, Self Employed, also known as Jimmy Holliday,       of 9 Boteley Close, London, E4 6JU, formerly of 143b Carr Road, London, E17 5EP, and       carrying on business as Jimmy Holliday from 9 Boteley Close, London, E4 6JU, and trading       from 143b Carr Road, London, E17 5EP, and trading from 111 Carr Road, London, E17       5EP, and trading from Flat 2, Bramley Court, The Ridgeway, London, E4 6QP        ,In the ,Office of the Adjudicator,No ,5157870, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 9:00"
The London Gazette,Manjit Singh Sisodia,Personal Insolvency,2503,,4568178,"Bankruptcy Orders,Birmingham,Sandwell,B2 2UB,52.495968,-1.894209,DY4 0AX,52.548513,-2.053881,1971-08-17,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568178,Sisodia,, ,Manjit Singh,68 Elizabeth Walk,, ,Tipton,, ,DY4 0AX,Birth details: 17 August 1971,Manjit Singh Sisodia, Employed, of 68 Elizabeth Walk, Tipton, West Midlands, DY4 0AX        ,In the ,Office of the Adjudicator,No ,5157902, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:40"
The London Gazette,DEDICATED OUTSOURCING LTD,Corporate Insolvency,2452,,4568139,"Winding-Up Orders,Birmingham,Caerdydd - Cardiff,B2 2EP,52.495968,-1.894209,CF11 9HB,51.483649,-3.191792,2024-01-10,2024-02-28,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568139,DEDICATED OUTSOURCING LTD,(Company Number ,08895015,)        ,Registered office: ,33 Cathedral Road,, ,CARDIFF,, ,CF11 9HB,In the ,High Court Of Justice,No ,000169, of ,2024,Date of Filing Petition: 10 January 2024,Date of Winding-up Order: 28 February 2024,S,Baxter,PO Box 16655,, ,BIRMINGHAM,, ,B2 2EP,, telephone: ,0300 678 0016,, email: ,Cardiff.OR@insolvency.gsi.gov.uk,Capacity of office holder(s): ,Liquidator,28 February 2024","Notice timeline for DEDICATED OUTSOURCING LTD (08895015),4554179 ,Petitions to Wind Up (Companies),16/02/2024,Winding-Up Orders,06/03/2024",Winding-Up Orders,"6 March 2024, 8:50"
The London Gazette,Douglas Peter Gray,Personal Insolvency,2503,,4568172,"Bankruptcy Orders,Birmingham,Lambeth,Milton Keynes,West Northamptonshire,B2 2UB,52.495968,-1.894209,MK12 5ED,52.055715,-0.808339,MK19 6AE,52.062881,-0.863861,MK4 4NS,51.995008,-0.805101,SW16 5LS,51.416404,-0.12837,1982-08-18,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568172,Gray,, ,Douglas Peter,2 Pontefract Avenue,, ,Kingsmead,, ,Milton Keynes,, ,MK4 4NS,Birth details: 18 August 1982,Douglas Peter Gray, Currently not working, of 2 Pontefract Avenue, Kingsmead, Milton       Keynes, Buckinghamshire, MK4 4NS, formerly of Flat 4 5 London Road, Old Stratford,       Milton Keynes, Bucks, MK19 6AE, and formerly of The Old Vicarage, Guildersfield Road,       London, SW16 5LS, and formerly of 19 Moreton Road, Buckingham, Bucks, MK18 1JZk and       formerly of 40 Southern Way, Wolverton, Milton Keynes, Bucks, MK12 5ED        ,In the ,Office of the Adjudicator,No ,5157920, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:50"
The London Gazette,KCC CLEANING SERVICES LIMITED,Corporate Insolvency,2452,,4568150,"Winding-Up Orders,Exeter,North Somerset,BS21 7NZ,51.442414,-2.856871,EX1 1UG,50.721699,-3.526222,2024-01-16,2024-02-28,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568150,KCC CLEANING SERVICES LIMITED,(Company Number ,06975338,)        ,Registered office: ,12a Hill Road,, ,CLEVEDON,, ,BS21 7NZ,In the ,High Court Of Justice,No ,000242, of ,2024,Date of Filing Petition: 16 January 2024,Date of Winding-up Order: 28 February 2024,M,Mace,3rd Floor,, ,Senate Court,, ,Southernhay Gardens,, ,Exeter,, ,EX1 1UG,, telephone: ,0300 678 0016,Capacity of office holder(s): ,Liquidator,28 February 2024","Notice timeline for KCC CLEANING SERVICES LIMITED (06975338),4554191 ,Petitions to Wind Up (Companies),16/02/2024,Winding-Up Orders,06/03/2024",Winding-Up Orders,"6 March 2024, 8:40"
The London Gazette,Hazel Brinkley,Personal Insolvency,2503,,4568162,"Bankruptcy Orders,Birmingham,Halton,B2 2UB,52.495968,-1.894209,WA7 2RP,53.316793,-2.705159,1974-08-15,2024-02-27,2024-02-29,2024-03-01,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568162,Brinkley,, ,Hazel,10 Copeland Grove,, ,Beechwood,, ,Runcorn,, ,WA7 2RP,Birth details: 15 August 1974,Hazel Brinkley, Employed, of 10 Copeland Grove, Beechwood, Runcorn, Cheshire, WA7       2RP        ,In the ,Office of the Adjudicator,No ,5157908, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,1 March 2024",,Bankruptcy Orders,"6 March 2024, 8:40"
The London Gazette,ONE MCPARTLIN LIMITED,Corporate Insolvency,2452,,4568136,"Winding-Up Orders,Newcastle upon Tyne,Hartlepool,NE1 8QF,54.978434,-1.611011,TS26 0AL,54.680047,-1.25188,2024-01-10,2024-02-28,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568136,ONE MCPARTLIN LIMITED,(Company Number ,10527725,)        ,Registered office: ,50 Valley Drive,, ,HARTLEPOOL,, ,TS26 0AL,In the ,High Court Of Justice,No ,000164, of ,2024,Date of Filing Petition: 10 January 2024,Date of Winding-up Order: 28 February 2024,A,Cassidy,The Civic Centre,, ,Barras Bridge,, ,NEWCASTLE UPON TYNE,, ,NE1 8QF,, telephone: ,0300 678 0016,Capacity of office holder(s): ,Official Receiver,28 February 2024","Notice timeline for ONE MCPARTLIN LIMITED (10527725),4554223 ,Petitions to Wind Up (Companies),16/02/2024,Winding-Up Orders,06/03/2024",Winding-Up Orders,"6 March 2024, 8:40"
The London Gazette,Karen Anne Porter,Personal Insolvency,2503,,4568179,"Bankruptcy Orders,Birmingham,Rotherham,B2 2UB,52.495968,-1.894209,S66 9QD,53.389439,-1.262047,1962-04-18,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568179,Porter,, ,Karen Anne,13 Zamor Crescent,, ,Thurcroft,, ,Rotherham,, ,S66 9QD,Birth details: 18 April 1962,Karen Anne Porter, Employed, of 13 Zamor Crescent, Thurcroft, Rotherham, South Yorkshire,       S66 9QD        ,In the ,Office of the Adjudicator,No ,5157904, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:31"
The London Gazette,SHELBY ASHTON THURSTON,Personal Insolvency,2503,,4568176,"Bankruptcy Orders,Birmingham,East Cambridgeshire,B2 2UB,52.495968,-1.894209,CB6 3QB,52.362354,0.209368,1991-10-12,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568176,THURSTON,, ,SHELBY ASHTON,Wilburton,, ,Ely,, ,CB63QB,Birth details: 12 October 1991,Shelby Ashton Thurston, Employed, of 198 Whitecross Road, Wilburton, Ely, Cambs, CB6       3QB        ,In the ,Office of the Adjudicator,No ,5157922, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:31"
The London Gazette,Jodie Thackray,Personal Insolvency,2503,,4568177,"Bankruptcy Orders,Birmingham,Leeds,B2 2UB,52.495968,-1.894209,LS26 0JW,53.758702,-1.471343,LS26 9AA,53.736889,-1.393618,1981-06-13,2024-02-27,2024-02-29,2024-03-04,2024-03-06,2024-03-29,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568177,Thackray,, ,Jodie,57 Temple Avenue,, ,Rothwell,, ,Leeds,, ,LS26 0JW,Birth details: 13 June 1981,Jodie Thackray, Employed, of 57 Temple Avenue, Rothwell, Leeds, West Yorkshire, LS26       0JW, formerly of 17 Pinfold Lane, Leeds, West Yorkshire, LS26 9AA, and formerly of       15 Temple Avenue, Leeds, West Yorkshire, LS26 0JW        ,In the ,Office of the Adjudicator,No ,5157900, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 March 2024",,Bankruptcy Orders,"6 March 2024, 8:31"
The London Gazette,Andrew Whincup,Personal Insolvency,2503,,4568173,"Bankruptcy Orders,Birmingham,Sir Ynys Mon - Isle of Anglesey,Gwynedd - Gwynedd,Conwy - Conwy,B2 2UB,52.495968,-1.894209,LL31 9HQ,53.299516,-3.831748,LL57 2NA,53.210489,-4.163529,LL65 4NT,53.352285,-4.536108,1968-07-28,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568173,Whincup,, ,Andrew,2 Trem Eryri,, ,Llanfaethlu,, ,Holyhead,, ,LL65 4NT,Birth details: 28 July 1968,Andrew Whincup, Self Employed, of 2 Trem Eryri, Llanfaethlu, Holyhead, Sir Ynys Mon,       LL65 4NT, formerly of Donremy Gannock Park West, Deganwy, Conwy, LL31 9HQ and formerly       of 2 Ffordd Crwys, Bangor, Gwynedd, LL57 2NA and carrying on business as HydroStream               ,In the ,Office of the Adjudicator,No ,5157914, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,C,Megram,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 678 0016 ,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:31"
The London Gazette,Kamin Khougani,Personal Insolvency,2503,,4568174,"Bankruptcy Orders,Birmingham,Sutton,Tower Hamlets,B2 2UB,52.495968,-1.894209,E1 8FA,51.514772,-0.072095,SM2 6HD,51.355249,-0.204026,1980-01-14,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568174,Khougani,, ,Kamin,8 Kenilworth Terrace,, ,York Road,, ,Cheam,, ,Sutton,, ,SM2 6HD,Birth details: 14 January 1980,Kamin Khougani, Self Employed, of 8 Kenilworth Terrace, York Road, Cheam, Sutton,       SM2 6HD, and carrying on business as Uber Cab from Uber and Bolt, Aldgate Tower, 2       Leman Street, London, E1 8FA        ,In the ,Office of the Adjudicator,No ,5157912, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:31"
The London Gazette,Grace Buckley,Personal Insolvency,2503,,4568175,"Bankruptcy Orders,Birmingham,High Peak,Staffordshire Moorlands,B2 2UB,52.495968,-1.894209,SK17 6TX,53.249834,-1.944132,ST13 5EH,53.105365,-2.030637,ST13 5EW,53.105374,-2.030204,1989-11-14,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568175,Buckley,, ,Grace,35 Wellington St,, ,Leek,, ,ST13 5EH,Birth details: 14 November 1989,Grace Buckley,Currently not working, also known as Grace Pugh, of 35 Wellington St,       Leek, Staffordshire, ST13 5EH, formerly of 4 Wellington Street, Leek, Staffordshire,       ST13 5EH, formerly of 2 Doghole Cottages, Buxton, Derbyshire, SK17 6TX and formerly       of 20 Chorley Street, Leek, Staffordshire, ST13 5EW        ,In the ,Office of the Adjudicator,No ,5157916, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:31"
The London Gazette,Joanne Elizabeth Smith,Personal Insolvency,2503,,4568169,"Bankruptcy Orders,Birmingham,Tonbridge and Malling,B2 2UB,52.495968,-1.894209,ME1 3FY,51.339647,0.456339,ME1 3XS,51.346088,0.462686,1975-06-27,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568169,Smith,, ,Joanne Elizabeth,93 Knowle Road,, ,Wouldham,, ,Rochester,, ,ME1 3XS,Birth details: 27 June 1975,Joanne Elizabeth Smith, Employed, of 93 Knowle Road, Wouldham, Rochester, Kent, ME1       3XS, formerly of 28 Waterman Way, Rochester, Kent, ME1 3FY        ,In the ,Office of the Adjudicator,No ,5157898, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:31"
The London Gazette,Gordon Clifford Kidd,Personal Insolvency,2503,,4568170,"Bankruptcy Orders,Birmingham,Telford and Wrekin,B2 2UB,52.495968,-1.894209,TF1 3GB,52.71314,-2.519272,1980-05-27,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568170,Kidd,, ,Gordon Clifford,28 St. Lawrence Close,, ,Wellington,, ,Telford,, ,TF1 3GB,Birth details: 27 May 1980,Gordon Clifford Kidd, Director, of 28 St. Lawrence Close, Wellington, Telford, Shropshire,       TF1 3GB        ,In the ,Office of the Adjudicator,No ,5157918, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:31"
The London Gazette,Ruth Bell,Personal Insolvency,2503,,4568171,"Bankruptcy Orders,Birmingham,Sunderland,County Durham,B2 2UB,52.495968,-1.894209,DH4 6AE,54.84679,-1.508124,DH4 6JF,54.845712,-1.501675,1997-05-03,2024-02-27,2024-02-29,2024-03-01,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568171,Bell,, ,Ruth,11 Brancepeth Avenue,, ,Houghton Le Spring,, ,DH4 6JF,Birth details: 3 May 1997,Ruth Bell, Employed, of 11 Brancepeth Avenue, Houghton Le Spring, Tyne and Wear, DH4       6JF, formerly of 12 Cooprative Terrace, Fence Houses, Houghton le Spring, Tyne and       Wear, DH4 6AE        ,In the ,Office of the Adjudicator,No ,5157910, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,1 March 2024",,Bankruptcy Orders,"6 March 2024, 8:31"
The London Gazette,Lynn Chambers,Personal Insolvency,2503,,4568168,"Bankruptcy Orders,Birmingham,Tamworth,B2 2UB,52.495968,-1.894209,B77 4JA,52.617686,-1.651222,1961-05-19,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568168,Chambers,, ,Lynn,7 Ellerbeck,, ,Tamworth,, ,B77 4JA,Birth details: 19 May 1961,Lynn Chambers, Currently not working, of 7 Ellerbeck, Tamworth, Staffordshire, B77       4JA        ,In the ,Office of the Adjudicator,No ,5157906, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:30"
The London Gazette,Adele Denise Davis,Personal Insolvency,2503,,4568166,"Bankruptcy Orders,Birmingham,City of Plymouth,B2 2UB,52.495968,-1.894209,PL6 6PB,50.427226,-4.147819,1969-09-19,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568166,Davis,, ,Adele Denise,59 Saunders Walk,, ,Plymouth,, ,PL6 6PB,Birth details: 19 September 1969,Adele Denise Davis,Director, of 59 Saunders Walk, Plymouth, Devon, PL6 6PB, United       Kingdom        ,In the ,Office of the Adjudicator,No ,5157896, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,M,Mace,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 678 0016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:30"
The London Gazette,Philip James Rickett,Personal Insolvency,2503,,4568167,"Bankruptcy Orders,Birmingham,Rotherham,B2 2UB,52.495968,-1.894209,S61 1QD,53.435444,-1.389755,1985-07-11,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568167,Rickett,, ,Philip James,35 Benton Way,, ,Rotherham,, ,S61 1QD,Birth details: 11 July 1985,Philip James Rickett, Director, of 35 Benton Way, Rotherham, South Yorkshire, S61       1QD        ,In the ,Office of the Adjudicator,No ,5157894, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:30"
The London Gazette,Ewa Irena Zyskowska,Personal Insolvency,2503,,4568165,"Bankruptcy Orders,Birmingham,Harrow,Ealing,B2 2UB,52.495968,-1.894209,HA1 3PH,51.559741,-0.336932,HA1 3QA,51.563721,-0.337955,UB6 0HH,51.549892,-0.339367,1965-11-14,2024-02-27,2024-02-29,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568165,Zyskowska,, ,Ewa Irena,Flat A,, ,1298 Greenford Road,, ,Greenford,, ,UB6 0HH,Birth details: 14 November 1965,Ewa Irena Zyskowska, Self Employed, of Flat A, 1298 Greenford Road, Greenford, UB6       0HH, formerly of 5 Leabank Close, Harrow On The Hill, HA1 3QA, and formerly of 42       South Vale, Harrow, HA1 3PH, and carrying on business as Ewa Zyskowska        ,In the ,Office of the Adjudicator,No ,5157888, of ,2024,Date of Filing Petition: 27 February 2024,Bankruptcy order date: 29 February 2024,Time of Bankruptcy Order: 00:00,Whether Debtor's or Creditor's PetitionDebtor's,T,Keller,PO Box 18416,, ,Birmingham,, ,B2 2UB,, telephone: ,0300 6780 016,Capacity of office holder(s): ,Trustee,29 February 2024",,Bankruptcy Orders,"6 March 2024, 8:30"
The London Gazette,MOHAMED AMIR  CHERIET,Personal Insolvency,2503,,4568164,"Bankruptcy Orders,Liverpool,East Devon,City of Nottingham,EX1 4AZ,50.742641,-3.464865,L74 4AA,53.393016,-2.988286,NG2 4LA,52.950159,-1.13904,1979-07-30,2024-01-05,2024-02-22,2024-03-04,2024-03-06,TSO (The Stationery Office), customer.services@thegazette.co.uk,4568164,CHERIET,, ,MOHAMED AMIR ,5 Lang Hill,, ,EXETER,, ,EX1 4AZ,Birth details: 30 July 1979,MOHAMED AMIR CHERIET, of 5 Lang Hill, Exeter, EX1 4AZ, occupation a Sales Person        ,In the ,County Court at Central London,No ,0012, of ,2024,Date of Filing Petition: 5 January 2024,Bankruptcy order date: 22 February 2024,Time of Bankruptcy Order: 14:27,Whether Debtor's or Creditor's PetitionCreditor's,Name and address of petitioner: ,HMRC - Frequent Petitioner,Contracts Management Team,, ,3rd Floor SW,, ,Queens Dock,, ,Liverpool,, ,L74 4AA,R,Dury,Level 1,, ,Apex Court,, ,City Link,, ,NOTTINGHAM,, ,NG2 4LA,, telephone: ,0300 678 0016,, email: ,Nottingham.OR@insolvency.gsi.gov.uk,Capacity of office holder(s): ,Trustee,22 February 2024",,Bankruptcy Orders,"6 March 2024, 8:30"
